seq1,seq2,item_id,category1,category2,item_definition,uni_lemma,word_1,word_2,word_3,word_for_llm,irregular,note,AoA,concreteness,iconicity,childBOI,adultBOI,Auditory,Gustatory,Haptic,Interoceptive,Olfactory,Visual,Foot_leg,Hand_arm,Head,Mouth,Torso,phoneme,socialness,semD,valence,arousal,valence2,arousal2,dominance,imageability,babiness,frequency,mlu,contextD,word_used,prop50.1,prop50.2,prop50.3,prop50.4,prop50.5,prop40.1,prop40.2,prop40.3,prop40.4,prop40.5,prop30.1,prop30.2,prop30.3,prop30.4,prop30.5,prop20.1,prop20.2,prop20.3,prop20.4,prop20.5,prop10.1,prop10.2,prop10.3,prop10.4,prop10.5
532,533,item_533,descriptive_words,adjectives,hot,hot,hot,,,hot,FALSE,,18.5,4.31,5.7,4,3,0.647058824,1.764705882,4.117647059,2.411764706,0.823529412,1.705882353,3,3.578947368,3.368421053,3.052631579,2.947368421,3,,1.788602133,5.73,4.76,4.27,5.24,5,4.4,1.9,3116.003711,5.444844989,509,hot,test,test,training,training,training,test,test,test,test,test,test,test,test,test,test,training,test,training,test,test,test,training,test,test,test
533,534,item_534,descriptive_words,adjectives,hungry,hungry,hungry,,,hungry,FALSE,,25,2.9,3.7,3.375,2.961538462,1.048664837,1.655103569,0.491202895,4.516595957,1.387571749,1.17357125,0.294117647,0.647058824,2.588235294,2.764705882,3.529411765,6,3.75,1.694513865,3.54,5.6,6.46,4.4,4.59,,6.166666667,2129.188061,5.885746606,395,hungry,test,test,test,training,test,test,training,test,test,test,test,training,test,training,test,test,test,test,training,test,test,training,test,test,test
534,535,item_535,descriptive_words,adjectives,hurt,hurt (description),hurt,,,hurt,TRUE,polysemy,25,3.61,3.5,3.958333333,2.08,1.722222222,0.333333333,2.055555556,3.944444444,0.333333333,2.611111111,2.75,2.85,2.9,2.7,2.8,3,,1.594862385,2.45,4.72,7.55,5.28,3.73,3.6,3.3,1645.263464,6.151439299,414,hurt,test,test,training,training,training,test,test,test,test,test,test,test,training,test,test,test,test,test,test,test,test,test,test,test,test
536,537,item_537,descriptive_words,adjectives,little (description),little (description),little,,,little,TRUE,polysemy,26,3.67,3,3.4,1.555555556,1.666666667,0.277777778,1.555555556,0.833333333,0.166666667,4.277777778,0.65,0.8,1.65,0.35,0.5,5,,2.168628677,5.91,4.2,4.09,5.8,5.18,,7.5,4298.05352,8.431256272,3136,little,training,test,test,test,training,test,test,test,training,test,test,test,test,test,test,test,test,test,test,test,test,test,training,training,test
539,540,item_540,descriptive_words,adjectives,mad,mad,mad,,,mad,FALSE,,28,2.76,4.8,3.90625,1.814814815,3.052631579,0,0.263157895,3,0,3.157894737,1.105263158,1.578947368,2.789473684,1.842105263,1.157894737,3,4.636363636,1.706244371,2.47,5.59,7.53,4.41,4.9,3.8,3.3,1721.170625,6.427966102,197,mad,training,test,training,training,training,training,test,training,test,training,test,training,training,training,training,test,test,test,test,test,test,test,test,test,test
540,541,item_541,descriptive_words,adjectives,naughty,naughty,naughty,,,naughty,FALSE,,,2.04,4.727272727,3.942857143,1.869565217,2.333333333,0.476190476,1.428571429,2.238095238,0.523809524,3.380952381,0.7,1.55,2.8,2.2,1.1,4,4.304347826,1.528656505,6.04,6.95,3.96,3.05,5.76,,5.5,2666.563281,5.627118644,79,naughty,test,training,test,training,training,training,test,training,training,training,training,test,training,test,training,training,test,training,test,test,test,test,test,test,test
541,542,item_542,descriptive_words,adjectives,new,new,new,,,new,FALSE,,28,2.81,3.5,4.217391304,2.086956522,2.375,2.0625,2.6875,2.0625,2.75,3.9375,1.19047619,1.952380952,3,1.333333333,1,2,2.844155844,2.344770008,7.68,5.14,2.32,4.86,5.22,3,7.416666667,1893.464883,8.79676512,860,new,training,training,test,test,test,training,test,test,test,test,test,test,test,test,test,test,training,test,test,test,test,test,test,test,test
542,543,item_543,descriptive_words,adjectives,nice,nice,nice,,,nice,FALSE,,26,2.18,3.9,3.173913043,2.24,2.411764706,0.764705882,0.705882353,2.176470588,0.764705882,2.529411765,0.526315789,1.052631579,2.263157895,2.684210526,0.526315789,3,,1.641126579,6.95,3.53,3.05,6.47,6.47,3,5.875,2792.317603,5.709085857,1233,nice,training,training,training,training,test,training,training,test,training,test,training,training,training,training,test,test,training,test,test,test,test,test,test,test,test
543,544,item_544,descriptive_words,adjectives,noisy,noisy,noisy,,,noisy,FALSE,,28,3.56,4.916666667,3.756097561,2,4.752296444,0.079985003,0.243766794,0.920014997,0.090108105,1.006123852,0.235294118,0.117647059,4.352941176,0.882352941,0.294117647,4,,1.851189131,3.21,5.15,6.79,4.85,4.42,,8.363636364,1778.93794,6.168918919,173,noisy,training,test,test,training,training,test,training,training,test,training,test,test,test,training,training,test,test,training,training,training,test,test,test,test,training
544,545,item_545,descriptive_words,adjectives,old,old,old,,,old,FALSE,,29,2.72,3.909090909,3.444444444,1.76,1.85,1.1,1.5,2.3,1.1,3.35,1.954545455,2.045454545,3.772727273,1.954545455,2.045454545,3,4.086956522,2.144037345,3.19,4.48,6.81,5.52,4.22,4.3,1.454545455,1630.01323,8.594091904,679,old,test,training,test,training,test,training,training,training,test,test,test,training,training,test,test,training,training,training,test,test,test,test,test,test,test
546,547,item_547,descriptive_words,adjectives,poor,poor,poor,,,poor,FALSE,,,2.7,3.6,1.807692308,1.869565217,0.833333333,0.388888889,0.444444444,1,0.333333333,2.944444444,0.8,1.15,1.8,1.05,0.6,3,4.695652174,1.989048942,3.67,4.67,6.33,5.33,4,4,1.363636364,1546.088483,4.5175,425,poor,training,test,training,test,test,training,test,training,training,test,test,test,test,training,test,test,test,test,test,test,test,test,training,test,test
547,548,item_548,descriptive_words,adjectives,pretty,pretty,pretty,,,pretty,FALSE,,26,2.4,3.5,2.333333333,1.565217391,0.8,0.1,0.15,1.1,0.6,5,1.1,1.15,3.1,1.6,1.55,5,,1.776425833,7.7,5.5,2.3,4.5,6.7,,5.6875,2990.170403,6.159561987,1008,pretty,test,training,training,training,test,training,test,training,test,test,training,test,test,test,test,test,test,test,training,test,test,test,test,test,test
548,549,item_549,descriptive_words,adjectives,quiet,quiet,quiet,,,quiet,FALSE,,27,2.76,4.454545455,3.853658537,1.96,4.285714286,0,0.142857143,1.333333333,0,1.142857143,0.238095238,0.380952381,2.523809524,2,0.238095238,5,3.739130435,1.853239599,6.47,1.95,3.53,8.05,5.8,,3.3,1512.711018,6.851485149,252,quiet,test,test,training,training,training,test,training,training,training,training,test,test,test,training,test,test,test,test,test,test,test,test,test,test,test
549,550,item_550,descriptive_words,adjectives,red,red,red,,,red,FALSE,,25,4.24,3.6,4.925925926,1.576923077,0.388888889,0.222222222,0.222222222,0.666666667,0.166666667,4.555555556,0.058823529,0.294117647,3.411764706,0.470588235,0.235294118,3,,1.879212922,5.67,5.02,4.33,4.98,5.2,6,2,2311.30874,6.02809482,853,red,test,training,test,test,test,training,test,test,training,test,test,training,test,test,test,test,training,test,test,test,test,test,test,test,test
550,551,item_551,descriptive_words,adjectives,sad,sad,sad,,,sad,FALSE,,27,3.07,5.090909091,3.666666667,2.166666667,2.294117647,0.294117647,0.647058824,3.352941176,0.294117647,2.764705882,0.904761905,1.285714286,4.142857143,2.666666667,1.80952381,3,5.19047619,1.809965038,2.1,3.49,7.9,6.51,3.84,3.9,2.1,2105.791204,6.127516779,243,sad,test,training,test,training,training,test,training,training,training,training,test,test,test,test,training,test,test,test,test,training,test,test,test,test,training
552,553,item_553,descriptive_words,adjectives,sick,sick,sick,,,sick,FALSE,,27,2.97,3.6,4.615384615,2.625,1.684210526,0.526315789,0.736842105,3.894736842,0.842105263,3.105263158,1.529411765,1.823529412,3.882352941,3.470588235,3.176470588,3,3.57063197,1.806237513,2.29,4.67,7.71,5.33,2.84,4.1,5.6,1223.643063,7.219047619,239,sick,training,test,training,training,test,training,training,training,training,test,test,training,test,test,test,test,training,test,test,test,training,test,test,test,test
553,554,item_554,descriptive_words,adjectives,sleepy,sleepy,sleepy,,,sleepy,FALSE,,26,2.77,4.272727273,3.555555556,2.2,0.8125,0,0.375,4.5625,0,2,1.35,1.6,4.35,1.6,1.8,5,3.208333333,1.608744442,4.36,3.04,5.64,6.96,4.56,,6.7,1900.691478,4.815909091,239,sleepy,test,training,training,training,training,training,test,test,test,test,training,test,training,test,test,test,test,training,test,test,test,test,training,test,test
554,555,item_555,descriptive_words,adjectives,slow,slow,slow,,,slow,FALSE,,29,3.28,3.6,3.625,2.035714286,1.404761905,0.523809524,0.904761905,1.904761905,0.476190476,3.904761905,3.096774194,2.64516129,2.709677419,1.935483871,1.709677419,3,2.272727273,2.061491928,4,2.89,6,7.11,5.39,3.4,3.133333333,1316.593412,4.99408284,127,slow,training,training,training,test,training,training,training,test,test,training,test,test,training,test,training,test,test,test,test,test,test,test,test,test,test
555,556,item_556,descriptive_words,adjectives,soft,soft,soft,,,soft,FALSE,,27,3.88,4.636363636,4.575757576,2.333333333,0.684210526,0.368421053,4.526315789,0.842105263,0.315789474,1.947368421,1.222222222,3.388888889,1.722222222,1.222222222,1,4,,1.772042616,7.13,3.04,2.87,6.96,6.1,4.1,7.4375,2576.321458,5.464646465,353,soft,training,test,training,test,training,test,test,test,training,training,training,test,test,test,training,test,test,test,test,test,test,test,test,test,test
556,557,item_557,descriptive_words,adjectives,sticky,sticky,sticky,,,sticky,FALSE,,27,3.59,5.5,4.680851064,2.851851852,0.3125,0.375,3.875,0.1875,0,2,0.913043478,3.130434783,1.043478261,1.260869565,0.260869565,5,2,1.728639277,4.65,4.75,5.35,5.25,5.19,,5.916666667,1812.872703,5.110749186,253,sticky,test,test,training,training,training,test,test,training,test,training,test,test,training,training,training,training,training,test,test,training,training,test,test,test,test
558,559,item_559,descriptive_words,adjectives,thirsty,thirsty,thirsty,,,thirsty,FALSE,,27,3.86,3.8,4.25,1.703703704,0.65,1.8,0.35,4.55,1.1,1.35,0,0.444444444,1.388888889,3.888888889,0.666666667,5,,1.734299677,4.48,4.08,5.52,5.92,6.2,,4.454545455,1568.248173,4.909677419,198,thirsty,test,training,training,training,test,test,test,test,test,test,test,test,test,test,test,test,training,test,test,test,test,training,training,training,test
559,560,item_560,descriptive_words,adjectives,tiny,tiny,tiny,,,tiny,FALSE,,30,3.11,5.1,3.481481481,1.666666667,0.894736842,0.368421053,2.894736842,0.684210526,0.210526316,3.894736842,0.8,1.65,2.6,0.6,0.85,4,2,1.850840036,5.1,4.6,4.9,5.4,6.16,,8,1173.914591,8.292134831,286,tiny,training,training,training,test,training,training,training,test,test,training,test,test,test,test,training,test,test,test,test,training,test,test,test,test,test
560,561,item_561,descriptive_words,adjectives,tired,tired,tired,,,tired,FALSE,,26,3,3.3,2.9375,3.714285714,1.540540541,0.027027027,0.216216216,4.432432432,0.108108108,2.405405405,3.052631579,3.105263158,3.263157895,2.684210526,2.894736842,4,3.333333333,1.659929418,4.29,3.67,5.71,6.33,5.06,,4.25,1655.33723,5.795021962,381,tired,training,training,training,test,test,test,training,test,test,test,test,test,test,test,test,training,test,test,test,test,test,test,test,test,test
561,562,item_562,descriptive_words,adjectives,wet,wet (description),wet,,,wet,TRUE,polysemy,24,4.46,5.1,5.56,4.035714286,1.636363636,1.181818182,4.5,2,0.954545455,3.045454545,2.523809524,3.142857143,2.333333333,3.238095238,2.428571429,3,,1.669566655,5.64,5,4.36,5,6.11,5.3,6.588235294,1286.734754,6.58010118,379,wet,test,test,test,training,test,test,test,training,test,test,test,test,test,test,test,training,test,test,test,test,test,test,test,test,test
562,563,item_563,descriptive_words,adjectives,white,white,white,,,white,FALSE,,27,3.89,3.181818182,4.304347826,1.259259259,0.3,0,0.05,0,0,4.6,0.4,0.65,2.8,0.4,0.5,3,,1.902140227,6.18,3.35,3.82,6.65,5.71,6.5,3.727272727,4480.681464,6.944444444,434,white,test,test,training,test,test,test,test,training,test,test,test,test,training,training,test,test,test,test,test,test,test,test,test,test,test
563,564,item_564,descriptive_words,adjectives,windy,windy,windy,,,windy,FALSE,,28,3.86,5.5,5.12,1.956521739,3.588235294,0.235294118,3.764705882,1.294117647,0.294117647,3,1.619047619,1.857142857,3.047619048,0.857142857,1.952380952,5,,1.615870566,6,4.23,4,5.77,4.19,,1.6,920.6166208,5.603448276,77,windy,test,test,test,training,training,test,test,test,training,training,training,training,training,test,training,training,test,test,test,training,test,test,test,test,test
564,565,item_565,descriptive_words,adjectives,yellow,yellow,yellow,,,yellow,FALSE,,25,4.3,4.1,5.708333333,1.652173913,0.176470588,0.294117647,0.176470588,0.352941176,0.235294118,4.588235294,0.105263158,0.263157895,3.263157895,0.157894737,0.263157895,4,,1.639404742,6.09,3.83,3.91,6.17,6.35,,2.538461538,2089.436277,5.640175219,648,yellow,test,test,training,test,training,training,test,training,test,test,test,test,test,test,test,test,test,test,test,test,test,test,test,test,test
568,569,item_569,time_words,other,day,day,day,,,day,FALSE,,29,3.92,3.363636364,4.555555556,1.541666667,1.263157895,0.263157895,0.789473684,1.157894737,0.684210526,4.210526316,1.333333333,1.333333333,2.444444444,1.222222222,1.222222222,2,,2.163219551,6.36,3.62,3.64,6.38,5.59,4.8,3.333333333,1690.679508,10.3958042,819,day,training,training,test,training,training,training,training,test,test,training,training,test,test,test,training,test,test,test,test,test,test,test,test,test,test
570,571,item_571,time_words,other,morning,morning,morning,,,morning,FALSE,,27,3.44,4,3.68,1.62962963,2.352941176,0.294117647,0.117647059,1.705882353,1.235294118,3.588235294,1.631578947,1.789473684,3.157894737,1.684210526,1.315789474,6,1.894736842,1.771616259,6.41,3.95,3.59,6.05,6.35,,3.583333333,1814.471426,9.258196721,673,morning,training,training,training,training,training,training,training,test,test,training,training,test,test,test,training,training,test,test,test,training,test,test,test,test,test
571,572,item_572,time_words,other,night,night,night,,,night,FALSE,,25,4.52,4.545454545,3.47826087,2.130434783,2,0.3125,0.375,1.3125,0.3125,4.75,1.15,1.4,3.95,1.15,1.45,3,,1.851084026,6.68,3.57,3.32,6.43,5.22,5.8,3.8,2179.719552,8.129834254,660,night,training,training,training,training,test,test,test,test,test,test,training,test,test,training,test,test,test,test,test,test,test,test,test,test,test
573,574,item_574,time_words,other,time,time,time,,,time,FALSE,,,3.07,2.9,2.666666667,2,0.833333333,0,0.055555556,2.333333333,0,2,0.80952381,1.285714286,2.857142857,1.095238095,0.80952381,3,2.88,2.304014222,5.6,3.41,4.4,6.59,4.36,4.2,4.3,2977.659619,10.96158537,1325,time,test,training,test,test,test,training,training,test,training,test,training,test,training,test,test,test,test,test,test,test,test,test,test,test,test
615,616,item_616,locations,function_words,back,back (location),back,,,back,TRUE,polysemy,27,4.33,3.2,4.413043478,3.916666667,0.40625,0.0625,1.96875,1.34375,0.15625,2.78125,1.03125,1.1875,1.53125,0.625,2.96875,3,,2.130102331,4.76,2.59,5.24,7.41,5.22,5,3.5,3413.556231,7.677735849,1661,back,test,test,test,training,training,test,test,test,training,test,test,training,training,test,training,training,test,test,test,test,test,test,test,test,test
648,649,item_649,quantifiers,function_words,other,other,other,,,other,FALSE,,29,2.04,2,2.375,2.038461538,1.476190476,0.714285714,1.19047619,0.857142857,0.571428571,2.571428571,0.6,0.85,1.2,0.6,0.3,3,,2.368302486,5.41,3.48,4.59,6.52,6,,1.923076923,2523.250409,9.207228289,1413,other,test,training,training,training,test,training,test,training,test,training,test,test,test,test,test,test,test,test,test,test,test,test,test,test,test
655,656,item_656,helping_verbs,function_words,be,be,be,,,be,FALSE,,,1.85,3,3.441176471,1.652173913,1.705882353,1.058823529,1.294117647,2.029411765,1.029411765,1.823529412,1.578947368,1.842105263,3,1.473684211,1.842105263,2,,2.369751189,6.18,3.43,3.82,6.57,5.5,1.3,2.235294118,3037.179119,9.095291013,2426,be,training,test,test,test,test,training,training,test,training,training,training,test,test,test,test,test,training,training,test,test,test,test,test,test,test
659,660,item_660,helping_verbs,function_words,do,do,do,,,do,FALSE,,26,2.46,4,3.674418605,1.434782609,1.217391304,0.956521739,1.347826087,2.47826087,0.826086957,1.695652174,3.736842105,3.947368421,3.578947368,2.947368421,3.368421053,2,,2.227244582,5.41,3.67,4.59,6.33,6.35,1.7,2.85,12467.43875,7.046072236,3928,do,training,training,test,training,training,test,test,test,test,test,test,test,test,training,test,test,test,test,training,test,test,test,test,test,test
668,669,item_669,helping_verbs,function_words,try/try to,try,try,try to,,try,TRUE,more than one word,28,2.22,3.3,3.791666667,2.25,1.3,0.75,0.7,1.65,0.25,2.5,2.578947368,3.210526316,3.578947368,2.105263158,2.526315789,3,3.454545455,2.01757992,5.64,4,4.36,6,5.94,2,3.8,2792.949613,7.262533875,869,try,test,test,training,test,training,test,training,test,test,test,training,training,test,test,test,test,test,test,test,test,test,test,test,test,test
672,673,item_673,helping_verbs,function_words,will,will,will,,,will,FALSE,,,2.64,1.8,2.192307692,2.37037037,2.142857143,0.19047619,0.952380952,2.428571429,0.19047619,2.571428571,0.789473684,1.368421053,3,1.684210526,0.842105263,3,3.863636364,2.322450686,5.32,2.9,4.68,7.1,6.61,2.6,1.818181818,1822.746343,8.910801656,1289,will,test,training,test,test,test,test,test,test,test,test,test,test,test,training,test,test,test,test,test,training,test,test,test,test,test
673,674,item_674,helping_verbs,function_words,would,would,would,,,would,FALSE,,,1.12,2.666666667,1.888888889,1.44,1.294117647,0,0.117647059,0.823529412,0,1,0.5,0.3,2.55,0.75,0.5,3,,2.291024484,5.91,3.81,4.09,6.19,5.94,1.6,1.181818182,2890.032367,9.363616462,1574,would,training,test,training,test,test,test,test,training,test,test,test,test,training,test,training,test,test,test,test,test,test,test,test,test,test
